,MainBranch,Age,RemoteWork,EdLevel,YearsCode,YearsCodePro,DevType,OrgSize,PurchaseInfluence,TechList,Country,Currency,Salary,AISelect,AISent,AIBen,WorkExp,Industry
857,0,1,2,2,20,12,24,3,1,3,109,41,45000.0,1,1,3,12.0,4
864,0,4,2,6,36,32,15,1,2,1,6,131,96000.0,0,6,5,32.0,1
865,2,1,1,2,14,5,0,0,2,1,16,41,32500.0,2,0,4,5.0,3
866,0,7,0,5,6,2,15,3,2,1,137,108,540000.0,0,6,5,2.0,4
867,0,2,2,5,20,16,26,7,1,3,79,41,40000.0,1,0,4,16.0,4
868,0,1,0,1,12,9,15,2,1,3,72,57,600000.0,0,6,5,10.0,4
871,0,2,1,1,20,8,14,6,1,3,59,41,75000.0,1,0,4,8.0,9
872,0,2,2,1,18,15,11,2,2,1,177,131,350000.0,0,6,5,15.0,4
873,0,4,2,6,42,37,15,4,0,1,59,41,120000.0,2,3,0,37.0,4
878,0,0,0,0,3,2,15,5,0,1,179,131,12000.0,2,4,4,3.0,4
880,0,1,1,4,22,7,11,3,2,1,59,41,49600.0,0,6,5,9.0,12
882,0,2,1,1,28,13,15,5,2,1,78,55,360000.0,2,4,4,13.0,10
884,0,2,0,6,13,12,19,0,2,1,131,103,340000.0,2,0,3,13.0,12
885,0,1,0,1,9,6,14,3,1,3,61,41,55000.0,2,0,2,6.0,4
889,2,1,2,2,9,5,10,3,2,1,115,41,60000.0,2,4,3,8.0,4
890,0,0,2,1,7,2,2,2,2,1,72,57,950000.0,1,0,2,2.0,4
892,0,1,1,1,9,6,11,5,2,1,74,131,700.0,1,0,4,9.0,1
897,2,1,2,2,10,10,4,2,2,0,177,131,165000.0,0,6,5,13.0,7
898,0,1,2,1,9,2,13,2,1,3,131,103,160000.0,0,6,5,2.0,12
901,0,1,2,2,16,13,14,0,2,0,137,108,6000000.0,0,6,5,13.0,4
910,0,2,1,0,5,3,15,4,2,1,79,41,24000.0,2,0,4,3.0,4
913,0,0,1,1,8,1,17,3,1,3,115,41,30000.0,0,6,5,1.0,12
916,0,0,0,1,6,3,15,5,2,1,59,41,65000.0,2,4,4,3.0,2
918,0,2,1,2,13,10,15,5,1,3,45,35,624000.0,2,4,2,13.0,4
919,0,2,2,1,20,15,11,2,2,1,56,41,140000.0,0,6,5,15.0,4
924,0,1,0,1,14,10,11,2,1,3,115,41,73000.0,1,0,3,9.0,10
925,0,1,2,2,10,7,11,1,0,1,21,10,100000.0,1,1,3,10.0,4
929,0,2,0,6,25,20,15,1,2,1,59,41,3125.0,2,0,2,20.0,12
931,0,1,2,1,8,4,11,5,2,1,146,107,6000000.0,1,0,4,4.0,10
932,0,3,0,2,30,23,15,3,2,1,115,41,110000.0,0,6,5,23.0,1
935,0,2,1,2,20,11,13,4,0,1,59,41,70000.0,0,6,5,11.0,7
940,0,3,1,6,27,27,26,0,1,3,177,131,111420.0,0,6,5,36.0,3
946,0,1,0,2,10,7,15,7,2,1,74,59,5000000000.0,2,4,4,7.0,5
949,0,0,0,0,7,5,15,7,2,2,23,19,70502.0,2,4,4,5.0,12
952,2,1,0,2,10,8,0,6,0,1,115,41,40000.0,0,6,5,10.0,3
953,0,3,0,2,30,21,14,5,2,1,115,41,60000.0,2,0,0,21.0,9
956,2,1,0,2,15,8,20,3,2,1,56,41,100000.0,0,6,5,8.0,4
959,0,3,2,0,30,28,11,0,2,1,177,131,160000.0,0,6,5,28.0,12
960,0,1,0,1,9,2,15,4,0,1,115,41,35979.0,2,0,4,3.0,4
961,0,1,0,5,13,12,11,1,2,1,159,112,504000.0,0,6,5,12.0,1
963,0,2,2,1,22,17,15,3,2,1,177,131,148000.0,1,1,2,22.0,12
965,0,1,0,1,8,5,11,0,2,1,159,112,550000.0,1,0,2,5.0,4
966,2,1,0,1,5,2,7,5,2,2,150,41,40000.0,2,0,4,4.0,7
970,0,1,2,1,4,2,14,3,1,3,175,44,35000.0,2,0,4,2.0,12
972,0,1,0,1,18,10,15,0,1,3,9,41,63000.0,0,6,5,10.0,4
973,0,1,2,2,17,6,15,4,0,1,23,19,220000.0,2,1,3,6.0,4
974,0,1,1,1,8,2,15,5,2,0,184,131,6000.0,1,4,2,8.0,9
976,0,4,1,2,33,22,13,0,1,3,59,41,97435.0,0,6,5,23.0,4
977,0,1,0,2,9,7,15,3,1,3,175,44,55000.0,0,6,5,7.0,4
979,0,1,2,1,7,3,19,5,2,1,61,41,18200.0,0,6,5,4.0,4
981,0,3,0,4,33,25,24,2,0,1,41,33,3000000.0,2,0,4,11.0,1
982,0,1,2,2,18,11,12,3,1,3,72,57,4320000.0,1,0,3,11.0,9
984,0,1,0,1,15,11,11,4,0,3,72,57,1800000.0,2,4,4,11.0,4
985,0,1,0,1,10,4,11,3,2,1,155,131,25000.0,1,0,4,4.0,4
991,0,2,2,1,26,21,14,0,1,3,177,131,120000.0,0,6,5,21.0,5
992,0,3,1,6,25,19,15,4,0,1,177,131,120000.0,0,6,5,20.0,12
996,0,1,1,1,8,2,12,1,1,3,7,3,1800000.0,2,4,4,2.0,1
1004,0,1,2,2,17,12,30,1,0,1,59,41,85000.0,2,4,2,12.0,4
1005,0,1,2,1,11,7,11,5,2,1,30,24,230000.0,2,0,2,7.0,2
1008,0,1,2,1,16,8,15,5,1,3,136,41,75000.0,2,0,4,8.0,4
1009,0,2,0,2,14,10,29,2,0,1,177,131,250000.0,2,4,4,11.0,4
1010,0,1,0,1,17,13,15,2,2,1,136,41,57000.0,1,0,3,13.0,4
1011,0,1,0,1,13,7,15,4,0,1,160,26,108000.0,0,6,5,7.0,12
1015,0,1,1,1,17,6,11,3,2,0,45,35,720000.0,2,0,2,6.0,1
1017,0,1,0,2,19,11,11,3,0,1,56,41,55000.0,2,1,3,11.0,10
1021,0,1,0,6,6,5,15,3,1,3,175,44,46000.0,2,4,2,5.0,3
1022,0,1,0,2,9,4,15,5,2,3,89,41,33600.0,2,0,3,4.0,4
1023,0,3,1,1,30,25,15,3,2,2,59,41,85000.0,2,0,0,25.0,4
1024,0,1,1,1,5,2,11,2,1,3,99,91,48000.0,2,0,4,2.0,4
1025,0,1,2,1,20,13,11,2,1,3,59,41,160000.0,2,0,0,13.0,4
1026,0,1,0,2,12,6,10,2,1,3,38,41,50000.0,2,4,1,6.0,4
1035,0,1,0,4,8,8,15,2,0,1,137,108,500000.0,1,1,0,18.0,1
1043,0,3,0,1,40,31,11,3,2,1,177,131,150000.0,0,6,5,31.0,10
1045,0,1,2,6,13,3,15,1,2,1,41,33,180000.0,0,6,5,3.0,4
1052,0,2,2,2,14,10,15,2,2,1,59,41,70000.0,0,6,5,14.0,12
1061,0,1,1,1,13,5,15,3,2,1,144,110,8000.0,1,4,4,5.0,10
1064,2,2,2,4,20,12,21,3,1,3,79,41,90000.0,1,0,3,12.0,12
1073,0,1,0,1,14,10,15,4,1,3,115,41,73500.0,2,4,2,10.0,4
1078,0,1,0,1,20,7,15,7,2,1,177,131,185000.0,2,4,4,7.0,4
1080,0,1,0,2,18,10,24,3,1,3,30,24,110000.0,0,6,5,10.0,7
1084,0,0,1,1,3,1,15,5,1,3,177,131,73000.0,0,6,5,2.0,7
1088,0,0,0,2,12,3,0,7,2,1,177,131,72000.0,1,2,3,3.0,9
1091,0,3,0,2,30,24,15,0,2,1,76,41,135000.0,2,0,2,25.0,12
1092,0,1,2,2,10,5,21,5,0,1,131,131,105000.0,2,0,3,5.0,4
1095,0,2,0,1,26,23,15,1,2,1,175,44,38000.0,0,6,5,26.0,4
1097,0,1,0,2,12,3,12,5,2,1,59,41,70000.0,0,6,5,3.0,4
1098,2,1,1,1,8,3,19,7,1,3,120,131,10000.0,1,0,2,10.0,10
1105,0,0,0,0,10,0,15,7,1,3,177,131,50000.0,2,3,0,1.0,0
1106,0,1,0,1,12,8,15,0,2,1,115,41,100000.0,2,4,2,8.0,10
1107,2,1,1,6,9,5,22,1,2,1,177,131,40000.0,1,0,4,5.0,7
1109,0,1,2,2,15,15,15,0,1,3,23,19,110400.0,1,4,4,16.0,10
1110,0,2,0,2,12,6,15,0,1,3,59,41,56000.0,1,1,2,6.0,12
1114,0,2,2,0,29,20,11,3,0,1,30,24,275000.0,0,6,5,20.0,1
1116,0,1,2,1,15,15,15,5,1,3,23,131,169000.0,2,0,4,15.0,4
1118,0,1,1,7,6,5,12,3,0,1,177,131,110000.0,0,6,5,5.0,7
1119,0,1,1,2,13,8,11,2,1,3,56,41,120000.0,0,6,5,8.0,11
1121,0,4,2,6,39,34,11,7,1,3,137,108,2400000.0,0,6,5,39.0,4
1124,0,2,0,6,30,20,15,3,2,1,132,41,57000.0,2,0,2,20.0,1
1127,0,0,0,1,7,3,15,3,1,3,59,41,44400.0,2,0,4,3.0,4
1130,0,2,0,4,25,11,11,3,1,3,159,112,620000.0,1,0,3,17.0,4
1131,0,3,1,2,40,25,12,9,0,1,59,41,120000.0,0,6,5,30.0,7
1132,0,1,2,2,15,6,1,4,0,1,132,41,96000.0,2,4,3,6.0,4
1133,0,1,0,1,12,8,15,0,0,1,175,44,120000.0,2,0,4,10.0,12
1134,0,2,1,6,33,23,15,5,0,1,177,131,110000.0,2,0,4,23.0,0
1135,0,1,2,1,4,4,15,2,1,3,72,57,1100000.0,0,6,5,4.0,12
1136,0,0,0,1,5,0,12,3,1,3,61,41,15000.0,2,2,3,1.0,12
1140,0,1,0,2,14,8,11,3,1,3,74,59,7000000000.0,2,0,2,8.0,4
1142,0,1,2,1,15,11,17,0,2,2,177,131,125000.0,0,6,5,12.0,12
1143,0,1,0,4,16,6,11,5,1,3,79,41,40000.0,0,6,5,6.0,4
1144,0,1,0,1,13,9,11,5,2,0,8,7,140000.0,2,4,2,10.0,12
1145,0,1,1,1,5,6,15,1,2,1,72,57,1200000.0,1,1,4,5.0,12
1147,0,1,0,1,13,10,15,7,1,3,59,41,85000.0,1,0,3,10.0,7
1151,0,3,2,2,22,17,11,3,0,1,59,41,135000.0,2,1,3,18.0,4
1154,0,3,0,4,16,13,15,5,2,1,154,41,28000.0,0,6,5,13.0,4
1159,0,1,2,1,10,7,24,2,2,1,56,41,68000.0,2,4,3,7.0,8
1162,0,2,2,1,25,6,15,0,1,3,30,24,95000.0,0,6,5,6.0,5
1163,0,1,2,2,14,6,17,3,1,3,175,44,85000.0,2,1,3,6.0,1
1168,0,2,2,1,10,8,15,7,1,3,177,131,170000.0,1,2,0,8.0,9
1170,0,1,0,2,12,5,7,5,0,1,16,41,68000.0,0,6,5,12.0,4
1172,0,1,0,2,12,7,15,0,0,1,160,26,150000.0,2,4,4,12.0,1
1174,0,1,0,1,9,5,15,4,0,1,177,131,120000.0,2,0,3,15.0,12
1177,0,2,2,1,20,12,25,2,2,1,177,131,200000.0,2,0,0,20.0,4
1180,0,0,0,1,10,4,13,5,2,0,59,41,40000.0,0,6,5,4.0,4
1183,0,3,2,1,32,27,9,1,2,1,180,131,29000.0,1,0,4,27.0,4
1186,0,2,1,2,19,19,4,2,0,1,72,57,4400000.0,2,0,4,19.0,4
1190,0,2,2,6,20,15,15,1,0,1,6,6,14000000.0,0,6,5,15.0,4
1191,0,2,2,1,28,17,15,6,2,1,177,131,163000.0,2,0,2,17.0,12
1192,0,2,2,4,25,12,11,7,1,3,154,41,73000.0,0,6,5,14.0,12
1196,2,3,2,1,30,24,7,2,2,1,177,131,235000.0,0,6,5,24.0,12
1198,0,3,2,2,41,25,15,0,1,3,76,41,175000.0,0,6,5,25.0,2
1202,0,1,2,2,12,9,17,3,2,1,132,41,60000.0,2,0,2,9.0,12
1204,0,1,2,7,7,6,15,0,1,3,154,41,55000.0,1,0,0,6.0,2
1206,0,1,2,2,10,3,11,4,0,1,59,41,120000.0,2,4,2,5.0,12
1207,0,1,1,1,13,4,12,4,2,1,23,19,40000.0,2,0,3,4.0,4
1209,0,1,1,1,3,2,4,5,2,1,84,65,420000.0,2,4,4,3.0,4
1211,0,2,0,6,3,1,4,5,2,1,131,103,330000.0,2,0,2,14.0,4
1212,0,4,2,2,38,30,15,2,2,1,59,41,80000.0,2,4,2,30.0,4
1213,0,1,0,1,10,6,15,4,0,1,160,26,125000.0,0,6,5,7.0,4
1216,0,1,1,6,12,5,15,4,0,1,79,41,20000.0,1,1,0,5.0,4
1219,0,1,0,1,13,7,11,1,0,1,115,41,75000.0,2,0,4,7.0,4
1222,0,0,0,2,7,4,19,3,0,1,59,41,48000.0,2,4,4,3.0,0
1225,0,4,2,1,15,11,15,5,2,1,177,131,130000.0,2,0,4,15.0,4
1228,0,1,1,1,12,10,15,0,2,1,115,41,65000.0,0,6,5,10.0,4
1230,0,1,2,2,17,13,11,2,0,1,154,41,65000.0,2,4,3,14.0,4
1231,0,0,0,1,7,3,11,0,1,3,154,41,46500.0,1,4,4,3.0,4
1234,0,1,2,1,10,9,11,6,2,1,23,19,400000.0,2,0,2,9.0,4
1235,2,2,0,1,4,2,24,5,0,1,177,131,90000.0,1,0,4,20.0,7
1237,0,1,0,6,10,3,15,4,2,0,174,0,54000.0,1,4,4,9.0,12
1245,0,1,0,2,10,3,15,0,0,1,59,41,70200.0,2,1,3,5.0,10
1250,0,1,0,2,15,4,13,6,1,3,175,44,95000.0,1,0,2,4.0,4
1256,0,1,0,1,14,10,11,0,1,3,177,131,235000.0,0,6,5,10.0,7
1258,0,2,0,6,18,15,17,2,0,1,79,41,65000.0,2,0,4,16.0,7
1264,0,1,1,2,9,5,14,7,1,3,72,57,1000000.0,0,6,5,5.0,4
1265,0,2,0,2,17,15,11,7,2,1,70,41,160000.0,0,6,5,17.0,10
1269,0,1,2,2,12,5,15,7,1,3,154,41,32500.0,1,0,3,5.0,4
1270,0,1,0,6,2,4,14,5,2,1,114,97,60000.0,2,4,4,3.0,4
1271,0,2,0,2,16,12,14,2,2,1,59,41,90000.0,1,0,3,12.0,9
1275,0,1,2,6,13,11,15,7,2,1,177,131,150000.0,2,0,4,11.0,4
1276,0,0,0,1,10,2,15,2,1,3,175,44,57000.0,2,0,4,2.0,1
1282,2,2,1,4,12,7,0,4,0,1,115,41,85000.0,2,4,2,12.0,2
1285,0,1,0,2,10,7,11,3,1,3,146,41,62000.0,2,0,4,8.0,12
1286,0,2,0,1,30,19,15,0,2,1,45,35,700000.0,0,6,5,20.0,9
1290,0,1,0,5,8,6,15,3,0,2,41,33,1092000.0,2,0,4,8.0,4
1298,0,1,2,1,4,3,15,3,0,1,177,131,92000.0,2,1,2,3.0,1
1300,0,2,2,2,30,6,14,1,2,1,169,123,48000.0,2,0,4,4.0,4
1304,0,2,0,6,18,15,15,7,1,3,23,19,84314.0,1,0,2,15.0,12
1305,0,1,0,1,17,13,11,5,2,1,45,35,730000.0,0,6,5,13.0,4
1308,0,3,0,2,32,25,12,3,2,1,160,26,120000.0,0,6,5,30.0,7
1309,0,1,0,2,22,13,27,6,2,1,59,41,66000.0,1,1,3,16.0,9
1310,0,1,2,6,10,6,15,5,2,1,177,131,72500.0,0,6,5,8.0,1
1311,0,1,0,2,11,9,15,3,2,1,56,41,70000.0,1,0,2,10.0,12
1316,0,1,0,1,12,5,11,2,1,3,177,131,120000.0,1,0,2,5.0,10
1320,0,4,1,2,40,30,15,6,2,1,177,131,250000.0,0,6,5,34.0,12
1321,0,1,1,1,10,5,19,4,2,1,79,41,20000.0,1,0,4,5.0,2
1322,0,2,2,1,25,12,15,0,2,0,177,131,139000.0,1,4,3,12.0,4
1327,0,1,2,0,16,12,15,1,0,1,59,41,30000.0,2,4,2,16.0,4
1329,0,1,0,2,10,7,19,5,1,3,79,41,35000.0,0,6,5,8.0,12
1331,0,1,0,1,8,4,11,5,2,0,115,41,35640.0,2,0,2,4.0,4
1335,0,4,2,1,45,42,24,4,2,2,177,131,250000.0,0,6,5,45.0,4
1336,0,2,0,2,20,16,11,5,2,1,95,41,52000.0,0,6,5,16.0,12
1339,0,0,1,1,6,2,15,5,2,1,124,102,2400000.0,2,4,4,2.0,9
1341,0,2,0,2,24,16,15,7,0,1,30,24,330000.0,0,6,5,16.0,0
1342,0,1,0,0,15,12,21,2,1,3,30,24,160000.0,1,0,3,13.0,1
1344,0,1,1,7,11,10,15,4,0,2,59,41,37800.0,0,6,5,10.0,9
1348,0,1,0,1,15,6,13,5,2,1,59,41,60000.0,0,6,5,10.0,7
1350,0,0,2,1,9,3,11,3,1,3,136,131,75000.0,2,4,2,3.0,10
1351,2,1,0,1,16,6,21,2,2,1,177,131,165000.0,0,6,5,6.0,9
1362,0,1,2,2,8,6,15,4,0,1,53,40,1700000.0,2,1,2,8.0,4
1363,0,1,0,1,10,7,15,3,0,1,59,41,65000.0,0,6,5,7.0,7
1367,0,1,0,1,2,1,15,3,1,3,128,104,52000000.0,2,4,3,3.0,1
1369,0,1,2,0,18,10,15,4,0,1,74,59,3600000000.0,2,0,0,5.0,1
1371,0,4,2,1,27,27,15,3,2,1,177,131,220000.0,0,6,5,31.0,2
1376,0,1,0,6,5,4,11,9,0,0,155,75,390000.0,1,0,4,5.0,4
1378,0,1,2,1,12,9,14,5,0,1,177,131,185000.0,1,3,3,9.0,1
1380,0,1,0,5,14,4,11,7,2,1,116,98,120000.0,0,6,5,4.0,12
1384,0,1,2,2,7,4,24,4,0,1,56,41,50000.0,0,6,5,7.0,6
1387,0,2,0,2,32,25,15,1,0,1,115,41,40000.0,0,6,5,24.0,2
1389,0,1,0,1,15,3,15,5,2,1,59,41,48000.0,0,6,5,3.0,4
1390,0,0,0,1,9,4,15,5,0,1,175,44,72550.0,2,1,3,4.0,12
1393,0,0,0,1,5,0,15,7,1,3,79,41,13000.0,2,0,2,0.0,12
1394,0,2,2,1,23,21,11,5,2,1,175,44,50000.0,2,0,2,21.0,9
1395,2,3,2,2,37,26,8,7,2,1,177,131,246000.0,1,0,4,26.0,4
1398,0,1,2,2,9,4,15,3,1,3,175,44,110000.0,2,4,4,4.0,9
1399,0,2,0,1,6,4,7,3,1,3,131,103,300000.0,2,0,4,15.0,4
1404,0,1,0,2,15,10,15,0,2,1,183,142,500000.0,2,0,4,10.0,12
1405,0,2,0,1,16,12,12,6,2,1,175,44,140000.0,1,0,0,12.0,4
1406,0,1,1,6,20,12,11,5,2,1,41,33,2000000.0,1,4,2,12.0,12
1409,0,1,2,1,4,1,15,2,1,3,175,44,32000.0,0,6,5,1.0,4
1413,0,1,0,2,13,3,15,5,2,1,115,41,40000.0,2,0,4,3.0,12
1414,0,1,2,2,23,4,16,5,0,0,59,41,60000.0,0,6,5,4.0,9
1418,2,2,0,2,28,18,20,0,2,1,79,41,54000.0,1,0,2,18.0,12
1419,0,1,2,1,13,11,15,3,1,3,177,131,100000.0,0,6,5,10.0,4
1420,0,1,2,1,14,4,14,7,1,3,99,91,53900.0,0,6,5,4.0,4
1426,0,1,1,1,12,9,15,0,2,1,177,131,130000.0,1,0,2,9.0,12
1427,0,2,1,1,18,10,15,0,1,3,95,41,30000.0,2,1,2,10.0,4
1428,0,1,0,1,9,4,15,0,1,3,30,24,100000.0,0,6,5,4.0,9
1429,0,1,2,6,20,8,15,1,0,1,59,41,5335.0,0,6,5,13.0,4
1430,0,2,2,2,28,22,15,1,2,1,55,41,51000.0,2,0,3,26.0,3
1434,0,0,1,1,11,6,15,3,2,2,175,44,55000.0,2,0,3,6.0,1
1435,0,1,2,1,17,5,15,1,2,2,155,75,4500000.0,2,0,3,5.0,4
1438,0,3,0,5,42,36,12,1,0,1,177,131,128000.0,0,6,5,36.0,1
1439,0,4,0,1,37,33,11,2,1,3,177,131,205000.0,0,6,5,33.0,4
1440,0,1,0,7,5,5,12,4,0,0,74,59,2000000.0,1,3,2,5.0,9
1441,0,1,0,2,11,7,11,1,2,1,9,41,65000.0,0,6,5,7.0,9
1445,0,1,2,1,7,2,15,5,0,1,177,131,117000.0,2,0,3,2.0,1
1448,0,1,0,2,16,6,11,5,0,1,61,41,28000.0,0,6,5,6.0,7
1449,2,1,0,4,15,7,0,5,1,3,70,53,10000000.0,0,6,5,7.0,4
1456,0,2,2,4,25,15,11,0,1,3,177,131,375000.0,1,4,4,25.0,4
1457,0,2,2,1,5,0,14,3,1,3,177,131,85000.0,1,4,2,1.0,4
1460,0,2,0,1,15,11,11,7,1,3,56,41,102000.0,0,6,5,11.0,1
1461,2,2,0,1,25,22,26,1,0,1,177,131,161000.0,2,4,2,25.0,9
1462,0,2,2,0,15,15,7,7,2,0,177,131,135000.0,1,0,2,14.0,1
1465,0,1,2,1,15,11,15,3,0,1,59,41,60000.0,1,1,3,11.0,7
1466,0,1,2,1,10,7,15,5,1,3,23,19,70000.0,2,4,2,8.0,11
1472,0,1,0,1,10,6,15,0,0,1,159,112,800000.0,1,0,3,6.0,4
1474,0,1,0,1,4,2,15,3,1,3,177,131,105000.0,2,0,3,2.0,1
1475,0,0,0,2,9,0,27,3,2,0,30,24,93000.0,2,0,2,2.0,4
1476,0,2,0,2,20,10,11,3,2,1,96,41,104000.0,2,0,2,10.0,7
1478,2,2,2,0,20,20,7,3,0,1,177,131,225000.0,1,1,3,20.0,4
1482,0,1,2,1,9,6,10,5,2,1,131,103,16000.0,0,6,5,6.0,8
1483,0,2,2,2,20,12,15,4,1,3,131,103,250000.0,2,0,2,14.0,4
1484,0,1,2,1,11,6,15,5,0,1,175,44,80000.0,2,0,2,14.0,2
1485,0,4,0,2,40,31,12,0,2,1,122,96,860000.0,1,0,2,31.0,7
1491,0,2,1,5,25,8,15,1,0,1,177,131,85000.0,0,6,5,8.0,7
1494,0,2,2,2,25,22,11,6,2,1,137,108,4000000.0,0,6,5,22.0,5
1495,0,2,1,4,8,7,11,2,1,3,177,131,172000.0,0,6,5,8.0,4
1504,0,1,2,1,12,8,21,2,0,1,177,131,285000.0,2,0,0,10.0,1
1506,0,0,2,0,5,5,15,2,1,3,177,131,94000.0,2,0,3,5.0,5
1507,0,0,0,1,7,4,15,2,1,3,23,19,120000.0,2,0,4,4.0,1
1509,0,2,2,1,11,9,15,2,1,3,177,131,188000.0,2,0,3,9.0,10
1514,0,1,2,1,20,11,15,5,2,1,55,41,70000.0,2,2,4,11.0,1
1516,0,4,2,6,42,39,24,1,0,1,177,131,500000.0,2,4,4,40.0,4
1520,0,2,1,5,19,16,15,5,2,1,115,41,60000.0,0,6,5,16.0,9
1521,0,1,1,1,15,6,15,4,0,1,122,96,920000.0,0,6,5,7.0,4
1523,0,1,0,1,20,12,15,5,2,0,9,41,4000.0,0,6,5,13.0,9
1524,0,0,2,6,8,3,17,4,0,1,72,57,400000.0,0,6,5,4.0,2
1526,0,0,0,1,5,2,11,5,2,1,159,112,435000.0,2,0,2,2.0,2
1529,0,1,2,1,6,4,11,1,2,1,30,24,107000.0,1,1,3,4.0,12
1534,0,3,0,1,30,29,12,8,1,3,177,131,200000.0,0,6,5,30.0,4
1540,0,1,2,2,21,9,11,4,0,1,56,41,84500.0,0,6,5,9.0,4
1541,0,1,0,1,1,1,15,5,1,3,119,94,300000.0,2,0,4,1.0,4
1550,0,2,2,2,22,18,11,7,1,3,30,24,138000.0,1,1,2,18.0,4
1551,0,1,0,2,15,11,15,3,2,1,59,41,60000.0,2,0,4,11.0,1
1553,0,1,0,1,12,10,15,2,1,3,82,63,55000.0,1,0,4,10.0,9
1554,0,1,2,1,4,3,11,0,1,3,61,41,36000.0,1,3,2,3.0,4
1555,0,0,2,7,6,0,14,4,2,1,173,129,264000.0,0,6,5,1.0,9
1557,0,1,2,1,15,5,4,5,2,1,136,44,46500.0,2,4,2,5.0,9
1558,0,1,1,1,13,9,11,5,2,3,59,41,100000.0,1,0,2,9.0,0
1559,0,1,2,4,15,7,22,0,1,3,81,64,5200000.0,0,6,5,7.0,4
1563,0,1,0,1,12,8,17,2,1,3,59,41,92000.0,2,4,4,9.0,4
1565,0,1,1,1,9,5,17,5,2,3,72,110,204000.0,2,0,4,5.0,1
1567,0,1,1,6,15,11,15,1,2,0,79,41,34000.0,2,0,4,11.0,4
1568,0,2,0,1,20,15,11,2,2,1,177,131,350000.0,0,6,5,15.0,10
1573,0,2,0,2,22,15,2,3,0,1,59,41,100000.0,0,6,5,15.0,12
1577,0,1,0,2,11,7,11,3,0,1,38,41,65000.0,0,6,5,7.0,4
1581,0,0,1,0,5,3,11,5,0,1,131,103,169000.0,2,1,3,3.0,9
1587,0,1,1,2,17,11,12,5,0,1,59,41,72000.0,2,0,2,11.0,4
1597,0,2,2,1,25,22,15,3,2,1,30,24,150000.0,2,0,4,22.0,2
1598,0,1,1,5,15,13,15,4,0,1,76,41,43000.0,1,1,3,15.0,4
1599,0,1,0,6,10,7,17,0,2,1,154,41,58000.0,2,0,4,6.0,10
1603,2,1,0,4,17,8,27,3,1,3,177,131,120000.0,0,6,5,7.0,4
1604,0,1,2,2,9,7,15,1,0,1,175,44,55000.0,0,6,5,7.0,4
1605,0,2,2,1,11,6,14,5,1,3,177,131,75000.0,0,6,5,6.0,0
1606,0,0,2,1,7,2,4,5,0,1,99,91,4900.0,2,4,4,2.0,4
1609,0,2,2,2,32,17,15,2,1,3,23,19,300000.0,2,4,4,17.0,12
1612,0,0,0,0,7,2,11,5,2,1,115,41,24000.0,0,6,5,2.0,11
1615,0,1,2,2,14,10,15,3,2,1,173,129,80000.0,2,1,4,11.0,9
1617,0,3,0,6,27,25,3,7,2,1,8,7,127000.0,1,0,4,25.0,6
1621,2,3,0,1,40,30,3,6,2,1,30,24,90000.0,1,4,4,30.0,12
1622,0,1,2,1,9,8,15,2,2,1,8,7,203500.0,2,1,3,10.0,8
1624,0,1,1,6,10,3,32,5,2,0,59,41,28800.0,2,4,4,3.0,7
1627,0,1,0,1,13,8,15,5,2,1,175,44,36000.0,0,6,5,8.0,4
1629,0,1,2,2,11,5,11,0,2,1,59,41,80000.0,2,1,3,5.0,10
1630,0,2,2,1,6,5,15,0,1,3,177,131,80000.0,1,0,4,5.0,3
1634,0,1,0,2,17,7,15,3,2,1,59,41,76000.0,0,6,5,7.0,4
1638,0,1,0,2,14,2,12,3,2,1,131,103,120000.0,2,2,3,2.0,12
1640,0,1,2,1,8,5,11,5,2,1,177,131,145000.0,2,0,4,5.0,9
1646,0,3,0,2,25,19,14,3,1,3,79,41,28000.0,0,6,5,17.0,12
1649,0,1,0,1,10,4,15,7,1,3,160,26,95000.0,0,6,5,4.0,12
1650,0,1,0,1,15,10,4,2,2,0,159,112,650000.0,1,0,4,11.0,1
1655,0,1,2,5,18,15,15,3,1,3,79,41,64000.0,2,4,4,15.0,12
1656,0,2,1,1,20,17,12,0,2,1,177,131,140000.0,0,6,5,17.0,7
1658,0,1,1,1,4,2,17,1,1,3,72,57,600000.0,2,0,2,3.0,4
1661,0,1,1,4,4,4,4,5,2,1,9,41,54000.0,2,0,2,2.0,4
1662,0,1,0,6,6,4,11,4,2,1,41,33,750000.0,2,1,3,4.0,12
1663,0,3,0,2,4,4,15,2,2,1,177,131,117000.0,1,1,2,4.0,9
1665,0,1,0,4,14,10,15,5,2,1,72,57,2000000.0,0,6,5,10.0,4
1666,0,1,2,1,9,0,12,2,1,3,177,131,61868.0,0,6,5,1.0,12
1668,0,4,0,4,43,34,15,5,2,1,175,44,65000.0,0,6,5,43.0,9
1673,0,2,0,1,20,16,11,6,1,3,58,45,127000.0,0,6,5,16.0,1
1678,0,1,2,1,10,7,17,5,0,1,170,125,1100000.0,1,0,2,7.0,4
1683,0,2,2,1,12,11,16,5,2,1,177,131,168000.0,0,6,5,11.0,12
1687,0,3,0,1,25,23,15,2,1,3,30,24,150000.0,1,0,3,25.0,1
1688,0,0,0,7,11,6,15,4,0,1,9,41,52780.0,2,4,4,6.0,4
1691,0,4,0,1,44,40,11,2,2,1,175,44,74000.0,0,6,5,40.0,4
1699,0,2,2,3,17,15,15,4,2,1,177,131,130000.0,0,6,5,17.0,4
